날짜,종가,오픈,고가,저가,거래량,변동 %
2019년 11월 04일,"2,492.8000","2,479.3259","2,510.4475","2,474.0222",-,0.57%
2019년 11월 01일,"2,478.7041","2,423.2712","2,480.3533","2,420.1360",-,2.30%
2019년 10월 31일,"2,422.8760","2,446.7244","2,459.4092","2,407.7996",-,-1.02%
2019년 10월 30일,"2,447.8420","2,460.9246","2,466.8066","2,439.0293",-,-0.54%
2019년 10월 29일,"2,461.0801","2,461.7095","2,469.9763","2,439.1091",-,-0.01%
2019년 10월 28일,"2,461.3140","2,476.2371","2,482.5522","2,454.7124",-,-0.51%
2019년 10월 25일,"2,474.0171","2,463.6958","2,475.3586","2,447.3186",-,0.42%
2019년 10월 24일,"2,463.5840","2,453.1880","2,469.3284","2,443.2832",-,0.43%
2019년 10월 23일,"2,453.1179","2,415.6243","2,455.8599","2,397.4624",-,1.44%
2019년 10월 22일,"2,418.2471","2,401.0999","2,432.1770","2,396.8672",-,0.72%
2019년 10월 21일,"2,400.9910","2,417.0166","2,422.5203","2,390.2188",-,-0.65%
2019년 10월 18일,"2,416.6189","2,418.7932","2,432.4055","2,405.4460",-,-0.09%
2019년 10월 17일,"2,418.8301","2,408.3271","2,420.8674","2,394.3293",-,0.44%
2019년 10월 16일,"2,408.2219","2,396.7671","2,414.4075","2,386.3560",-,0.49%
2019년 10월 15일,"2,396.5569","2,407.7075","2,417.0649","2,382.2285",-,-0.46%
2019년 10월 14일,"2,407.5950","2,432.5920","2,438.9573","2,390.9304",-,-1.00%
2019년 10월 11일,"2,432.0090","2,388.4609","2,434.4426","2,388.4609",-,1.81%
2019년 10월 10일,"2,388.6990","2,373.4253","2,396.1316","2,363.4666",-,0.53%
2019년 10월 09일,"2,376.1880","2,371.9954","2,401.3044","2,364.6157",-,0.21%
2019년 10월 08일,"2,371.1960","2,370.2876","2,378.0935","2,342.7290",-,0.10%
2019년 10월 07일,"2,368.7119","2,369.2432","2,395.9353","2,364.2832",-,-0.01%
2019년 10월 04일,"2,369.0071","2,355.5383","2,381.7937","2,355.2063",-,0.54%
2019년 10월 03일,"2,356.3579","2,354.3694","2,362.5938","2,317.9026",-,0.05%
2019년 10월 02일,"2,355.2151","2,390.1875","2,400.1736","2,344.3384",-,-1.27%
2019년 10월 01일,"2,385.5171","2,393.9861","2,408.7070","2,194.6931",-,-0.32%
2019년 09월 30일,"2,393.0901","2,427.9487","2,433.7488","2,391.3428",-,-1.45%
2019년 09월 27일,"2,428.2019","2,437.6067","2,445.8794","2,399.3093",-,-0.43%
2019년 09월 26일,"2,438.7109","2,442.2993","2,452.6436","2,412.8320",-,-0.07%
2019년 09월 25일,"2,440.5071","2,454.0264","2,454.0264","2,415.3403",-,-0.74%
2019년 09월 24일,"2,458.6631","2,491.3794","2,491.3794","2,450.1279",-,-1.32%
2019년 09월 23일,"2,491.5701","2,473.4998","2,491.8352","2,456.2932",-,0.73%
2019년 09월 20일,"2,473.5920","2,480.1294","2,502.0906","2,470.3069",-,-0.26%
2019년 09월 19일,"2,479.9951","2,471.0957","2,506.9409","2,465.3967",-,0.37%
2019년 09월 18일,"2,470.9619","2,492.5291","2,499.6006","2,459.2959",-,-0.86%
2019년 09월 17일,"2,492.3940","2,573.0840","2,581.6899","2,475.4033",-,-3.53%
2019년 09월 16일,"2,583.6360","2,474.4612","2,591.8943","2,474.0598",-,7.91%
2019년 09월 13일,"2,394.1580","2,392.1084","2,406.8542","2,376.4673",-,0.10%
2019년 09월 12일,"2,391.8650","2,396.7737","2,410.5554","2,353.5215",-,-0.19%
2019년 09월 11일,"2,396.4980","2,433.5923","2,451.5957","2,392.2329",-,-1.51%
2019년 09월 10일,"2,433.2671","2,431.8923","2,453.7654","2,425.5964",-,0.19%
2019년 09월 09일,"2,428.6521","2,397.1526","2,437.1279","2,397.1526",-,1.33%
2019년 09월 06일,"2,396.7329","2,395.4297","2,405.1331","2,356.6733",-,0.05%
2019년 09월 05일,"2,395.4419","2,392.1697","2,426.5449","2,383.0991",-,0.14%
2019년 09월 04일,"2,392.0410","2,325.1465","2,398.1587","2,323.8469",-,2.88%
2019년 09월 03일,"2,325.1221","2,352.9175","2,352.9175","2,301.5706",-,-1.14%
2019년 08월 30일,"2,351.9509","2,389.3022","2,391.8525","2,340.1101",-,-1.62%
2019년 08월 29일,"2,390.6250","2,372.7153","2,394.0161","2,363.9509",-,0.81%
2019년 08월 28일,"2,371.3181","2,352.3560","2,384.0332","2,352.3560",-,1.10%
2019년 08월 27일,"2,345.4961","2,324.6035","2,348.0000","2,322.5254",-,0.90%
2019년 08월 26일,"2,324.5330","2,310.5974","2,357.5740","2,309.7839",-,-0.20%
2019년 08월 23일,"2,329.1509","2,357.3992","2,362.8137","2,308.5183",-,-1.16%
2019년 08월 22일,"2,356.3779","2,373.2224","2,381.9968","2,348.0010",-,-0.51%
2019년 08월 21일,"2,368.3789","2,367.4011","2,395.5161","2,366.2961",-,0.05%
2019년 08월 20일,"2,367.2759","2,363.2446","2,375.9963","2,346.8982",-,0.14%
2019년 08월 19일,"2,364.0640","2,344.7725","2,365.6306","2,338.7776",-,0.89%
2019년 08월 16일,"2,343.2361","2,335.1394","2,360.8501","2,332.3054",-,0.35%
2019년 08월 15일,"2,335.0120","2,350.4063","2,360.8533","2,321.8960",-,-0.89%
2019년 08월 14일,"2,355.8999","2,400.0916","2,400.0916","2,332.8147",-,-1.84%
2019년 08월 13일,"2,400.0840","2,350.6648","2,410.2195","2,333.7019",-,2.13%
2019년 08월 12일,"2,350.0740","2,363.8079","2,369.4641","2,343.7434",-,-0.56%
2019년 08월 09일,"2,363.3770","2,331.3279","2,375.0078","2,324.1223",-,1.46%
2019년 08월 08일,"2,329.3779","2,287.2488","2,336.7632","2,287.2488",-,1.81%
2019년 08월 07일,"2,287.8760","2,343.3921","2,351.2500","2,278.1895",-,-2.47%
2019년 08월 06일,"2,345.9009","2,372.4551","2,388.7258","2,343.1665",-,-1.08%
2019년 08월 05일,"2,371.5930","2,396.5046","2,398.1763","2,361.1030",-,-1.40%
2019년 08월 02일,"2,405.2041","2,384.1455","2,421.8538","2,383.8098",-,1.12%
2019년 08월 01일,"2,378.5339","2,483.0564","2,483.0564","2,370.1206",-,-4.56%
2019년 07월 31일,"2,492.0759","2,489.0242","2,505.1838","2,479.1416",-,0.19%
2019년 07월 30일,"2,487.2710","2,473.1008","2,492.6255","2,466.6580",-,0.75%
2019년 07월 29일,"2,468.6631","2,458.0811","2,471.7693","2,450.0422",-,0.46%
2019년 07월 26일,"2,457.4541","2,462.0215","2,469.6543","2,448.8674",-,-0.18%
2019년 07월 25일,"2,461.8330","2,464.4087","2,484.5991","2,459.5054",-,-0.06%
2019년 07월 24일,"2,463.2329","2,475.1775","2,501.0208","2,451.5034",-,-0.48%
2019년 07월 23일,"2,475.0371","2,456.5286","2,478.7827","2,448.4739",-,0.70%
2019년 07월 22일,"2,457.9170","2,453.4514","2,482.2830","2,453.4253",-,0.24%
2019년 07월 19일,"2,451.9099","2,437.8562","2,466.2190","2,437.8562",-,0.81%
2019년 07월 18일,"2,432.2000","2,472.9578","2,488.5828","2,420.3232",-,-1.73%
2019년 07월 17일,"2,475.0171","2,493.4739","2,511.1470","2,470.7744",-,-0.73%
2019년 07월 16일,"2,493.3269","2,539.9436","2,547.6819","2,482.9607",-,-1.83%
2019년 07월 15일,"2,539.7939","2,561.6321","2,571.3542","2,536.2517",-,-0.83%
2019년 07월 12일,"2,561.1589","2,553.6641","2,567.8677","2,551.2842",-,0.30%
2019년 07월 11일,"2,553.5100","2,555.8911","2,572.5835","2,548.5745",-,-0.06%
2019년 07월 10일,"2,555.0071","2,487.3120","2,556.2771","2,487.2495",-,2.91%
2019년 07월 09일,"2,482.8081","2,477.8025","2,485.6902","2,462.4734",-,0.20%
2019년 07월 08일,"2,477.8120","2,484.1062","2,500.6926","2,472.1257",-,-0.12%
2019년 07월 05일,"2,480.6780","2,468.4541","2,484.1765","2,449.9185",-,0.33%
2019년 07월 03일,"2,472.5071","2,439.8733","2,473.9861","2,428.1804",-,1.57%
2019년 07월 02일,"2,434.2151","2,496.5298","2,509.3491","2,431.4033",-,-2.57%
2019년 07월 01일,"2,498.3040","2,514.6750","2,540.7644","2,481.0596",-,0.04%
2019년 06월 28일,"2,497.3650","2,526.8232","2,536.4490","2,485.8401",-,-1.20%
2019년 06월 27일,"2,527.6870","2,528.1389","2,533.4150","2,511.3535",-,-0.07%
2019년 06월 26일,"2,529.4180","2,502.7317","2,540.5879","2,502.7317",-,1.47%
2019년 06월 25일,"2,492.6699","2,482.6287","2,503.4392","2,470.7444",-,0.44%
2019년 06월 24일,"2,481.8069","2,475.8635","2,492.2781","2,462.1360",-,0.41%
2019년 06월 21일,"2,471.6760","2,468.3867","2,492.9050","2,456.3877",-,0.24%
2019년 06월 20일,"2,465.7051","2,397.7266","2,476.5371","2,397.7266",-,2.86%
2019년 06월 19일,"2,397.0710","2,408.3147","2,417.0217","2,390.4641",-,-0.46%
2019년 06월 18일,"2,408.1689","2,373.8755","2,423.4060","2,355.4187",-,1.45%
2019년 06월 17일,"2,373.7319","2,389.2996","2,398.7629","2,368.3831",-,-0.57%
2019년 06월 14일,"2,387.3411","2,376.1809","2,397.4133","2,364.5911",-,0.49%
2019년 06월 13일,"2,375.7649","2,345.5054","2,399.5271","2,341.2651",-,1.30%
2019년 06월 12일,"2,345.3589","2,390.1516","2,390.1516","2,337.2388",-,-1.87%
2019년 06월 11일,"2,390.0330","2,381.3987","2,396.9832","2,377.2302",-,0.40%
2019년 06월 10일,"2,380.3940","2,394.1997","2,406.0879","2,375.4780",-,-0.35%
2019년 06월 07일,"2,388.7581","2,368.8728","2,398.9243","2,361.7559",-,1.05%
2019년 06월 06일,"2,363.9541","2,336.6548","2,376.2302","2,330.1604",-,1.10%
2019년 06월 05일,"2,338.2200","2,385.4648","2,385.4648","2,316.3545",-,-2.06%
2019년 06월 04일,"2,387.2910","2,376.2708","2,391.9915","2,357.2825",-,0.43%
2019년 06월 03일,"2,377.1799","2,392.0374","2,413.5913","2,363.9758",-,-0.60%
2019년 05월 31일,"2,391.4150","2,474.0125","2,474.8413","2,387.0146",-,-3.34%
2019년 05월 30일,"2,474.0420","2,523.2234","2,529.1167","2,468.3176",-,-1.77%
2019년 05월 29일,"2,518.6001","2,533.3416","2,538.8069","2,487.2251",-,-0.57%
2019년 05월 28일,"2,533.0640","2,509.5291","2,542.6147","2,509.5291",-,1.17%
2019년 05월 24일,"2,503.8330","2,480.0310","2,507.7458","2,476.1848",-,1.06%
2019년 05월 23일,"2,477.6770","2,555.7844","2,556.5371","2,467.7241",-,-3.06%
2019년 05월 22일,"2,555.9470","2,595.3975","2,595.5239","2,547.8979",-,-1.58%
2019년 05월 21일,"2,597.0920","2,601.4275","2,613.4656","2,589.4656",-,-0.08%
2019년 05월 20일,"2,599.0659","2,602.9226","2,623.9392","2,591.7114",-,0.13%
2019년 05월 17일,"2,595.6919","2,610.9971","2,620.9922","2,586.4526",-,-0.48%
2019년 05월 16일,"2,608.0859","2,578.2837","2,618.1636","2,578.1741",-,1.26%
2019년 05월 15일,"2,575.5940","2,559.5498","2,587.9663","2,546.4089",-,0.63%
2019년 05월 14일,"2,559.3931","2,527.7571","2,567.1855","2,523.1521",-,1.26%
2019년 05월 13일,"2,527.5911","2,542.6670","2,576.9966","2,519.0220",-,-0.58%
2019년 05월 10일,"2,542.2771","2,538.4209","2,561.2810","2,535.7476",-,0.15%
2019년 05월 09일,"2,538.3979","2,551.9529","2,553.7834","2,517.6553",-,-0.56%
2019년 05월 08일,"2,552.7029","2,543.9700","2,561.0811","2,531.9204",-,0.43%
2019년 05월 07일,"2,541.6980","2,565.3528","2,571.3005","2,524.6604",-,-0.98%
2019년 05월 06일,"2,566.7710","2,552.6101","2,576.6648","2,522.4097",-,-0.25%
2019년 05월 03일,"2,573.1250","2,569.5886","2,586.7080","2,558.5525",-,0.14%
2019년 05월 02일,"2,569.4209","2,604.2764","2,606.9851","2,548.9004",-,-1.37%
2019년 05월 01일,"2,605.1990","2,604.9995","2,608.8723","2,583.4175",-,-0.01%
2019년 04월 30일,"2,605.4089","2,596.4182","2,626.9624","2,588.4817",-,0.37%
2019년 04월 29일,"2,595.7000","2,593.9297","2,605.0713","2,577.8982",-,-0.10%
2019년 04월 26일,"2,598.2190","2,639.9929","2,640.2878","2,578.8965",-,-1.65%
2019년 04월 25일,"2,641.7339","2,654.9016","2,667.0476","2,635.1987",-,-0.49%
2019년 04월 24일,"2,654.7241","2,667.1101","2,667.6169","2,650.9172",-,-0.45%
2019년 04월 23일,"2,666.7900","2,663.9463","2,673.1968","2,658.8401",-,0.21%
2019년 04월 22일,"2,661.1499","2,629.9700","2,675.1494","2,629.9700",-,1.22%
2019년 04월 18일,"2,628.9609","2,623.2168","2,629.7000","2,611.0039",-,0.23%
2019년 04월 17일,"2,623.0430","2,629.5630","2,644.7168","2,621.8052",-,-0.24%
2019년 04월 16일,"2,629.3320","2,624.0476","2,631.0991","2,609.8457",-,0.21%
2019년 04월 15일,"2,623.9041","2,637.8826","2,637.8826","2,617.8040",-,-0.51%
2019년 04월 12일,"2,637.3589","2,622.1145","2,646.6682","2,622.1145",-,0.59%
2019년 04월 11일,"2,621.9409","2,646.0315","2,646.0315","2,616.6970",-,-0.92%
2019년 04월 10일,"2,646.3579","2,624.2896","2,647.0364","2,624.2896",-,0.89%
2019년 04월 09일,"2,622.9880","2,634.4270","2,643.3083","2,616.1079",-,-0.42%
2019년 04월 08일,"2,634.0759","2,617.0391","2,635.5027","2,615.4402",-,0.92%
2019년 04월 05일,"2,609.9670","2,591.6055","2,612.8435","2,580.0952",-,0.71%
2019년 04월 04일,"2,591.4619","2,589.2581","2,604.3118","2,580.0618",-,0.10%
2019년 04월 03일,"2,588.8301","2,583.4402","2,598.6484","2,577.1455",-,0.19%
2019년 04월 02일,"2,583.8940","2,567.5874","2,586.8860","2,561.3538",-,0.69%
2019년 04월 01일,"2,566.2729","2,536.1389","2,569.4905","2,536.0298",-,1.30%
2019년 03월 29일,"2,533.2329","2,527.9001","2,561.2954","2,527.4927",-,0.31%
2019년 03월 28일,"2,525.3191","2,535.0010","2,535.6335","2,503.3101",-,-0.44%
2019년 03월 27일,"2,536.5000","2,549.0493","2,554.0183","2,520.3230",-,-0.54%
2019년 03월 26일,"2,550.1440","2,536.8452","2,562.1863","2,536.5779",-,0.66%
2019년 03월 25일,"2,533.5391","2,532.8342","2,545.2517","2,516.3865",-,0.05%
2019년 03월 22일,"2,532.3240","2,557.1526","2,560.9575","2,513.3967",-,-0.96%
2019년 03월 21일,"2,556.8669","2,560.4573","2,569.7654","2,548.3843",-,-0.24%
2019년 03월 20일,"2,563.0120","2,538.0315","2,564.8271","2,526.2776",-,0.95%
2019년 03월 19일,"2,538.8440","2,532.7224","2,553.0791","2,525.2017",-,0.21%
2019년 03월 18일,"2,533.6431","2,521.6309","2,537.0056","2,510.1077",-,0.49%
2019년 03월 15일,"2,521.2329","2,517.3748","2,527.6714","2,492.4221",-,0.16%
2019년 03월 14일,"2,517.2061","2,515.3875","2,527.6406","2,507.5210",-,0.08%
2019년 03월 13일,"2,515.1809","2,486.3794","2,519.3418","2,486.3794",-,1.19%
2019년 03월 12일,"2,485.4819","2,474.7673","2,497.7649","2,474.7673",-,0.46%
2019년 03월 11일,"2,474.1289","2,465.0464","2,483.9978","2,464.2134",-,0.41%
2019년 03월 08일,"2,464.0681","2,472.6804","2,472.6804","2,424.6882",-,-0.43%
2019년 03월 07일,"2,474.7639","2,471.9934","2,489.7686","2,466.0913",-,0.07%
2019년 03월 06일,"2,472.9109","2,478.4658","2,479.5024","2,458.8171",-,-0.39%
2019년 03월 05일,"2,482.4800","2,474.6672","2,489.9902","2,463.2285",-,0.32%
2019년 03월 04일,"2,474.5010","2,466.6338","2,493.0833","2,461.7876",-,0.42%
2019년 03월 01일,"2,464.0620","2,493.0242","2,509.3860","2,450.3359",-,-1.17%
2019년 02월 28일,"2,493.1140","2,496.4485","2,502.0859","2,480.9888",-,-0.09%
2019년 02월 27일,"2,495.4399","2,470.3818","2,504.8191","2,466.1841",-,1.25%
2019년 02월 26일,"2,464.5300","2,458.8049","2,474.7539","2,446.9539",-,0.24%
2019년 02월 25일,"2,458.6250","2,512.4043","2,521.0454","2,452.1714",-,-2.06%
2019년 02월 22일,"2,510.2300","2,501.7124","2,522.4578","2,498.3826",-,0.30%
2019년 02월 21일,"2,502.7251","2,496.4470","2,505.6333","2,489.8960",-,0.26%
2019년 02월 20일,"2,496.1860","2,477.6538","2,504.4211","2,463.5244",-,0.69%
2019년 02월 19일,"2,479.1279","2,477.5486","2,487.1494","2,465.2544",-,0.22%
2019년 02월 15일,"2,473.7170","2,433.7793","2,476.8665","2,433.4153",-,1.73%
2019년 02월 14일,"2,431.7590","2,422.3438","2,445.5276","2,406.8181",-,0.38%
2019년 02월 13일,"2,422.5320","2,402.4260","2,434.3464","2,402.4182",-,0.88%
2019년 02월 12일,"2,401.4641","2,381.5798","2,421.8052","2,381.5798",-,0.84%
2019년 02월 11일,"2,381.4741","2,392.4883","2,396.6245","2,362.1233",-,-0.55%
2019년 02월 08일,"2,394.5581","2,387.4980","2,404.5730","2,375.7947",-,0.26%
2019년 02월 07일,"2,388.3369","2,426.1284","2,428.6692","2,368.2944",-,-1.58%
2019년 02월 06일,"2,426.7141","2,417.8960","2,431.5105","2,396.7549",-,0.44%
2019년 02월 05일,"2,416.0090","2,430.5510","2,443.6677","2,411.7134",-,-0.59%
2019년 02월 04일,"2,430.3250","2,433.5725","2,450.1733","2,394.6411",-,-0.13%
2019년 02월 01일,"2,433.5569","2,401.6938","2,440.8833","2,388.6802",-,1.33%
2019년 01월 31일,"2,401.5349","2,419.5901","2,443.8403","2,397.6882",-,-0.60%
2019년 01월 30일,"2,416.0100","2,396.7019","2,433.0215","2,392.5593",-,0.81%
2019년 01월 29일,"2,396.5791","2,363.2444","2,407.9761","2,359.1077",-,1.46%
2019년 01월 28일,"2,362.1189","2,400.9619","2,405.3616","2,350.8701",-,-2.03%
2019년 01월 25일,"2,411.1709","2,393.3350","2,414.4937","2,385.4500",-,0.75%
2019년 01월 24일,"2,393.1221","2,387.7351","2,402.9607","2,373.0132",-,0.23%
2019년 01월 23일,"2,387.6641","2,391.3267","2,417.0327","2,369.5938",-,-0.20%
2019년 01월 22일,"2,392.4880","2,433.1616","2,433.8262","2,374.3862",-,-1.57%
2019년 01월 18일,"2,430.6890","2,389.9502","2,432.0232","2,389.8069",-,1.77%
2019년 01월 17일,"2,388.4700","2,389.7820","2,396.5549","2,359.9551",-,-0.05%
2019년 01월 16일,"2,389.6221","2,378.5793","2,395.3550","2,368.8875",-,0.47%
2019년 01월 15일,"2,378.4199","2,350.4375","2,382.6555","2,350.4375",-,1.20%
2019년 01월 14일,"2,350.2800","2,370.5474","2,383.5779","2,344.1653",-,-0.81%
2019년 01월 11일,"2,369.5320","2,384.0146","2,410.3445","2,359.6040",-,-0.74%
2019년 01월 10일,"2,387.2791","2,384.4658","2,392.6702","2,363.8552",-,0.07%
2019년 01월 09일,"2,385.5020","2,324.0728","2,391.6177","2,324.0728",-,2.73%
2019년 01월 08일,"2,322.2070","2,294.9202","2,328.4194","2,285.8369",-,1.31%
2019년 01월 07일,"2,292.0730","2,290.6804","2,324.3230","2,285.6602",-,0.64%
2019년 01월 04일,"2,277.5010","2,241.6833","2,306.0613","2,235.6548",-,1.48%
2019년 01월 03일,"2,244.3689","2,225.2671","2,252.6968","2,198.9009",-,0.88%
2019년 01월 02일,"2,224.8330","2,209.3081","2,264.1250","2,175.8120",-,0.97%
2018년 12월 31일,"2,203.4690","2,209.2644","2,235.5979","2,183.3035",-,-0.15%
2018년 12월 28일,"2,206.8760","2,212.2549","2,238.3887","2,187.7688",-,0.22%
2018년 12월 27일,"2,201.9700","2,241.6189","2,246.8875","2,198.0833",-,-1.58%
2018년 12월 26일,"2,237.4260","2,161.2463","2,244.6621","2,153.4285",-,3.53%
2018년 12월 24일,"2,161.0391","2,236.8464","2,252.8943","2,158.8018",-,-3.41%
2018년 12월 21일,"2,237.2241","2,251.2556","2,270.5974","2,218.9834",-,-0.38%
2018년 12월 20일,"2,245.6851","2,299.7742","2,299.8787","2,244.1284",-,-2.76%
2018년 12월 19일,"2,309.3450","2,282.0320","2,316.8999","2,273.7744",-,1.23%
2018년 12월 18일,"2,281.2061","2,348.9175","2,351.0381","2,270.9436",-,-3.14%
2018년 12월 17일,"2,355.1941","2,388.1226","2,402.2590","2,339.5581",-,-1.36%
2018년 12월 14일,"2,387.6941","2,427.8044","2,430.4934","2,380.5559",-,-1.65%
2018년 12월 13일,"2,427.6641","2,401.1938","2,430.5352","2,379.5291",-,1.21%
2018년 12월 12일,"2,398.6150","2,413.3264","2,435.3110","2,394.5725",-,-0.40%
2018년 12월 11일,"2,408.3521","2,400.4856","2,428.9739","2,391.4551",-,0.30%
2018년 12월 10일,"2,401.0940","2,448.8647","2,454.4885","2,394.7593",-,-1.86%
2018년 12월 07일,"2,446.5449","2,397.3755","2,485.7205","2,380.2458",-,2.09%
2018년 12월 06일,"2,396.4180","2,440.8899","2,447.2122","2,363.0708",-,-1.93%
2018년 12월 05일,"2,443.6760","2,445.1206","2,478.3379","2,424.6689",-,-0.31%
2018년 12월 04일,"2,451.2209","2,441.9021","2,483.0376","2,440.0256",-,0.56%
2018년 12월 03일,"2,437.5481","2,407.0339","2,465.8479","2,405.5659",-,2.05%
2018년 11월 30일,"2,388.6331","2,397.2683","2,407.1694","2,352.7209",-,-0.39%
2018년 11월 29일,"2,397.9551","2,379.4619","2,411.3926","2,350.8286",-,0.94%
2018년 11월 28일,"2,375.7310","2,393.0796","2,408.8235","2,371.5193",-,-0.44%
2018년 11월 27일,"2,386.2639","2,395.8865","2,405.6396","2,356.9617",-,-0.41%
2018년 11월 26일,"2,396.0640","2,372.7275","2,406.4180","2,364.8533",-,1.09%
2018년 11월 23일,"2,370.1270","2,472.5925","2,472.5925","2,366.9741",-,-4.39%
2018년 11월 21일,"2,478.8711","2,457.6096","2,512.0747","2,457.4978",-,0.90%
2018년 11월 20일,"2,456.6660","2,557.8496","2,557.8496","2,435.0557",-,-3.87%
2018년 11월 19일,"2,555.5569","2,549.4197","2,568.3064","2,510.3208",-,0.68%
2018년 11월 16일,"2,538.2200","2,524.3904","2,571.3687","2,519.8052",-,0.56%
2018년 11월 15일,"2,524.0020","2,537.1345","2,548.6917","2,517.9988",-,-0.65%
2018년 11월 14일,"2,540.5481","2,503.0210","2,559.4597","2,488.3340",-,1.51%
2018년 11월 13일,"2,502.7461","2,592.5276","2,592.5276","2,491.0625",-,-3.54%
2018년 11월 12일,"2,594.5669","2,605.0054","2,625.3696","2,589.3132",-,0.11%
2018년 11월 09일,"2,591.7080","2,611.0947","2,612.8933","2,566.7813",-,-0.74%
2018년 11월 08일,"2,610.9260","2,637.0845","2,656.9905","2,602.0662",-,-0.99%
2018년 11월 07일,"2,636.9141","2,634.0176","2,669.3774","2,620.9248",-,-0.05%
2018년 11월 06일,"2,638.2029","2,660.8042","2,667.8567","2,618.2422",-,-0.95%
2018년 11월 05일,"2,663.5271","2,657.3955","2,686.8462","2,648.9502",-,0.19%
2018년 11월 02일,"2,658.6021","2,660.0471","2,672.9751","2,642.4980",-,-0.06%
2018년 11월 01일,"2,660.0891","2,689.0525","2,701.7556","2,650.4304",-,-1.20%
2018년 10월 31일,"2,692.3560","2,715.9326","2,736.8855","2,686.5105",-,-0.75%
2018년 10월 30일,"2,712.5820","2,745.6677","2,746.5693","2,700.6560",-,-1.20%
2018년 10월 29일,"2,745.6531","2,761.3789","2,773.4285","2,739.3887",-,-0.55%
2018년 10월 26일,"2,760.8711","2,743.4717","2,765.1787","2,715.1470",-,0.65%
2018년 10월 25일,"2,743.1589","2,731.5505","2,752.1375","2,716.4932",-,0.26%
2018년 10월 24일,"2,735.9661","2,734.7056","2,761.9258","2,717.2534",-,-0.02%
2018년 10월 23일,"2,736.4880","2,803.2068","2,809.1997","2,721.0427",-,-2.37%
2018년 10월 22일,"2,802.8640","2,799.8896","2,813.7134","2,782.0212",-,0.15%
2018년 10월 19일,"2,798.7949","2,787.3167","2,821.5720","2,783.7632",-,0.41%
2018년 10월 18일,"2,787.2991","2,817.8623","2,822.0276","2,782.3096",-,-1.08%
2018년 10월 17일,"2,817.6841","2,857.0056","2,868.6223","2,806.4380",-,-1.38%
2018년 10월 16일,"2,857.0000","2,851.4429","2,864.9087","2,831.3101",-,0.16%
2018년 10월 15일,"2,852.4370","2,836.0034","2,860.6836","2,825.0796",-,0.70%
2018년 10월 12일,"2,832.5730","2,820.7644","2,851.5107","2,811.1003",-,0.42%
2018년 10월 11일,"2,820.6660","2,876.9060","2,876.9060","2,811.4802",-,-1.95%
2018년 10월 10일,"2,876.7280","2,923.3699","2,928.3643","2,871.3564",-,-1.59%
2018년 10월 09일,"2,923.1890","2,905.2800","2,930.0078","2,898.0813",-,0.62%
2018년 10월 08일,"2,905.1040","2,905.0107","2,906.3970","2,874.4363",-,-0.11%
2018년 10월 05일,"2,908.4290","2,912.9045","2,925.7197","2,902.1433",-,-0.15%
2018년 10월 04일,"2,912.7280","2,953.7036","2,962.8174","2,903.6250",-,-1.46%
2018년 10월 03일,"2,956.0239","2,928.9978","2,966.8569","2,912.9326",-,0.93%
2018년 10월 02일,"2,928.6990","2,917.6511","2,933.9617","2,910.2205",-,0.39%
2018년 10월 01일,"2,917.3450","2,861.8689","2,927.1111","2,853.5232",-,2.02%
2018년 09월 28일,"2,859.4431","2,829.8313","2,871.8950","2,828.1279",-,1.05%
2018년 09월 27일,"2,829.6411","2,827.6394","2,841.8608","2,818.3428",-,0.33%
2018년 09월 26일,"2,820.3621","2,833.0403","2,841.7869","2,818.3843",-,-0.58%
2018년 09월 25일,"2,836.6980","2,824.2688","2,844.2266","2,819.0781",-,0.45%
2018년 09월 24일,"2,823.9771","2,793.4546","2,834.7390","2,793.4546",-,1.40%
2018년 09월 21일,"2,785.1189","2,770.0269","2,807.9604","2,767.6938",-,0.55%
2018년 09월 20일,"2,769.8630","2,774.4419","2,784.8972","2,761.4482",-,-0.14%
2018년 09월 19일,"2,773.6770","2,748.9839","2,775.1389","2,744.1428",-,0.89%
2018년 09월 18일,"2,749.1570","2,720.3115","2,764.3770","2,712.1714",-,0.95%
2018년 09월 17일,"2,723.2109","2,728.1711","2,743.3174","2,717.9502",-,-0.22%
2018년 09월 14일,"2,729.1460","2,727.8652","2,748.4949","2,709.7495",-,0.05%
2018년 09월 13일,"2,727.7051","2,769.5984","2,769.5984","2,722.5486",-,-1.51%
2018년 09월 12일,"2,769.4009","2,745.0945","2,786.2993","2,745.0911",-,0.89%
2018년 09월 11일,"2,744.8721","2,717.3003","2,749.1648","2,709.7141",-,1.04%
2018년 09월 10일,"2,716.5139","2,712.4941","2,732.8823","2,708.7588",-,0.33%
2018년 09월 07일,"2,707.5039","2,700.3521","2,710.4729","2,684.7153",-,0.27%
2018년 09월 06일,"2,700.0791","2,721.7188","2,732.0725","2,681.3894",-,-0.79%
2018년 09월 05일,"2,721.5601","2,743.3459","2,746.5110","2,718.8247",-,-0.98%
2018년 09월 04일,"2,748.5559","2,754.7922","2,786.7207","2,736.1616",-,-0.10%
2018년 08월 31일,"2,751.3501","2,754.9490","2,766.4109","2,744.0625",-,-0.12%
2018년 08월 30일,"2,754.7439","2,748.5552","2,763.5618","2,743.3989",-,0.28%
2018년 08월 29일,"2,746.9419","2,720.0359","2,752.5735","2,711.3850",-,1.01%
2018년 08월 28일,"2,719.4309","2,730.9009","2,744.4502","2,714.4531",-,-0.37%
